# pmichel : Magniture<5, no other restrictions
#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-08-17T22:04:08 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.91 (20-Jun-2012)	
#INFO	-ref=VIZ502eb7e02d25	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/109&tab:{V/109/sky2kv4}&key:source=V/109/sky2kv4&HTTPPRM:&-ref=VIZ502eb7e02d25&-file=.&-out.add=_r&-out.add=_RAJ,_DEJ&-oc.form=sexa&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out=SKY2000&-out=HD&-out=Name&-out=Vname&-out=RAJ2000&-sort=RAJ2000&-out=DEJ2000&-out=Vmag&Vmag=3&-out=B-V&-out=U-B&-out=Sp&-ignore=Simbad=*&Simbad=Simbad&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-out.max=9999&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/109/sky2kv4
#-order=I
#-out=Name
#-out=Vname
#-out=RAJ2000
#-sort=RAJ2000
#-out=DEJ2000
#-out=Vmag
#Vmag=<5
#-out=B-V
#-out=v-mag1
#-out=v-mag2
#Simbad=Simbad
#

#RESOURCE=yCat_5109
#Name: V/109
#Title: SKY2000 Catalog, Version 4 (Myers+ 2002)
#Table	V_109_sky2kv4:
#Name: V/109/sky2kv4
#Title: The Sky2000 Version 4 Catalogue
#Column	Name	(a10)	Star name (or AGK3 number)	[ucd=meta.id]
#Column	Vname	(a10)	Variable star name (or doubtful variability)	[ucd=meta.id]
#Column	RAJ2000	(A13)	Right ascension (J2000) hours	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A13)	Declination degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	?Observed visual magnitude (V or v)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	?B-V color (observed)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	v-mag1	(F6.3)	?v - passband #1 color	[ucd=phot.color]
#Column	v-mag2	(F6.3)	?v - passband #2 color	[ucd=phot.color]
Name;Vname;RAJ2000;DEJ2000;Vmag;B-V;v-mag1;v-mag2
 49del Boo;  7002    ;15 15 30.1630;+33 18 53.401; 3.470; 0.954; 0.723; 1.240
 27bet Lib;  7009    ;15 17 00.4148;-09 22 58.503; 2.610;-0.074;-0.053;-0.150
   bet Cir;          ;15 17 30.8494;-58 48 04.349; 4.070; 0.101;      ;
   eps Cir;          ;15 17 38.8906;-63 36 37.676; 4.850; 1.259;      ;
  2    Lup;  7012    ;15 17 49.8390;-30 08 55.224; 4.340; 1.098; 0.810; 1.370
   mu  Lup;          ;15 18 31.9416;-47 52 30.374; 4.280;-0.098;-0.020;-0.060
   gam TrA;  7008    ;15 18 54.5822;-68 40 46.362; 2.880; 0.026;      ;
 13gam UMi;gam   UMi ;15 20 43.7155;+71 50 02.458; 3.030; 0.058; 0.083; 0.140
   del Lup;del   Lup ;15 21 22.3217;-40 38 51.064; 3.220;-0.201;-0.110;-0.330
   phi1Lup; 20301    ;15 21 48.3700;-36 15 40.955; 3.560; 1.528; 1.190; 2.060
   nu 1Lup;          ;15 22 08.2709;-47 55 40.051; 4.990; 0.504;      ;
   eps Lup; 20302    ;15 22 40.8680;-44 41 22.587; 3.380;-0.175;-0.110;-0.270
   phi2Lup;          ;15 23 09.3501;-36 51 30.559; 4.530;-0.144;-0.060;-0.200
  2eta CrB;  7054    ;15 23 12.3112;+30 17 16.124; 4.997; 0.575; 0.460; 0.760
  2eta CrB;  7054    ;15 23 12.3809;+30 17 16.775; 4.997; 0.575; 0.460;
   gam Cir;gam   Cir ;15 23 22.6460;-59 19 14.834; 4.510; 0.190;      ;
          ;gam   Cir ;15 23 22.6661;-59 19 13.990; 4.510; 0.190;      ;
 31eps Lib;          ;15 24 11.8895;-10 19 20.157; 4.920; 0.453; 0.402;
 51mu 1Boo;  7063    ;15 24 29.4278;+37 22 37.800; 4.300; 0.319; 0.272; 0.450
 12iot Dra;  7077    ;15 24 55.7747;+58 57 57.836; 3.300; 1.176; 0.840; 1.380
          ;          ;15 25 20.2180;-38 44 01.034; 4.610; 0.010;      ;
  3bet CrB;bet   CrB ;15 27 49.7308;+29 06 20.530; 3.660; 0.308; 0.168; 0.230
 15the UMi; 20342    ;15 31 24.9293;+77 20 57.667; 4.990; 1.548; 1.188; 2.010
  4the CrB;the   CrB ;15 32 55.7825;+31 21 32.880; 4.160;-0.122;-0.079;-0.160
 37    Lib;          ;15 34 10.7008;-10 03 52.303; 4.610; 1.021; 0.766; 1.290
  5alp CrB;alp   CrB ;15 34 41.2681;+26 42 52.895; 2.220; 0.028;-0.014;-0.010
 13del Ser;del   Ser ;15 34 48.1471;+10 32 19.921; 4.120; 0.259; 0.215; 0.330
   gam Lup;gam   Lup ;15 35 08.4479;-41 10 00.325; 2.780;-0.185;-0.140;-0.380
 38gam Lib;          ;15 35 31.5790;-14 47 22.333; 3.920; 1.003; 0.760; 1.260
          ;KT    Lup ;15 35 53.2482;-44 57 30.201; 4.550;-0.175;-0.150;-0.370
   eps TrA;          ;15 36 43.2225;-66 19 01.335; 4.110; 1.165;      ;
 39ups Lib;          ;15 37 01.4498;-28 08 06.286; 3.600; 1.385; 1.000; 1.710
   ome Lup;          ;15 38 03.2054;-42 34 02.453; 4.340; 1.409; 1.030; 1.760
 40tau Lib;          ;15 38 39.3695;-29 46 39.914; 3.660;-0.159;-0.110;-0.300
  3psi1Lup;          ;15 39 45.9788;-34 24 42.934; 4.660; 0.978; 0.680; 1.170
 42    Lib; 20363    ;15 40 16.8954;-23 49 05.082; 4.950; 1.325; 0.960; 1.640
          ;          ;15 41 11.3774;-44 39 40.338; 4.650; 0.408; 0.350; 0.550
 21iot Ser;          ;15 41 33.0493;+19 40 13.446; 4.510; 0.058; 0.030; 0.030
 43kap Lib;  7200    ;15 41 56.7981;-19 40 43.781; 4.750; 1.558; 1.280; 2.220
  4psi2Lup;          ;15 42 41.0201;-34 42 37.466; 4.730;-0.132;-0.100;-0.260
  8gam CrB;gam   CrB ;15 42 44.5650;+26 17 44.295; 3.820; 0.016; 0.004;-0.050
 16zet UMi;  7263    ;15 44 03.5193;+77 47 40.175; 4.290; 0.045; 0.044; 0.070
 24alp Ser; 20391    ;15 44 16.0748;+06 25 32.257; 2.630; 1.183; 0.814; 1.390
 28bet Ser; 20396    ;15 46 11.2564;+15 25 18.572; 3.660; 0.073; 0.059; 0.090
 27lam Ser;  7246    ;15 46 26.6132;+07 21 11.063; 4.420; 0.607; 0.494; 0.830
 35kap Ser;  7269    ;15 48 44.3768;+18 08 29.629; 4.090; 1.603; 1.297; 2.230
 10del CrB;del   CrB ;15 49 35.6462;+26 04 06.220; 4.600; 0.780; 0.630; 1.050
 32mu  Ser;          ;15 49 37.2084;-03 25 48.748; 3.550;-0.021;-0.018;-0.060
 37eps Ser;          ;15 50 48.9661;+04 28 39.829; 3.710; 0.154; 0.092; 0.140
  5chi Lup;          ;15 50 57.5376;-33 37 37.796; 3.960;-0.034;-0.020;-0.090
  1    Sco;          ;15 50 58.7448;-25 45 04.664; 4.650;-0.075; 0.010;-0.090
 11kap CrB;          ;15 51 13.9316;+35 39 26.575; 4.810; 1.002; 0.740; 1.250
 38rho Ser;  7300    ;15 51 15.9090;+20 58 40.509; 4.740; 1.518; 1.177; 2.070
  1chi Her; 20429    ;15 52 40.5415;+42 27 05.465; 4.610; 0.562; 0.503; 0.800
  2    Sco;          ;15 53 36.7191;-25 19 37.711; 4.670;-0.093;-0.020;-0.110
 46the Lib;          ;15 53 49.5380;-16 43 45.457; 4.130; 1.022; 0.720; 1.240
   bet TrA;          ;15 55 08.5623;-63 25 50.616; 2.840; 0.313; 0.320; 0.470
 41gam Ser;  7350    ;15 56 27.1828;+15 39 41.821; 3.850; 0.478; 0.416; 0.730
  5rho Sco; 20445    ;15 56 53.0765;-29 12 50.664; 3.880;-0.185;-0.110;-0.310
 13eps CrB;          ;15 57 35.2518;+26 52 40.368; 4.140; 1.234; 0.890; 1.510
          ;CL    Dra ;15 57 47.4411;+54 44 59.145; 4.960; 0.279; 0.241; 0.370
 48    Lib;FX    Lib ;15 58 11.3689;-14 16 45.691; 4.950;-0.079; 0.019;-0.070
  6pi  Sco;pi    Sco ;15 58 51.1129;-26 06 50.779; 2.890;-0.160;-0.090;-0.290
          ;          ;15 59 30.2663;-41 44 39.970; 4.990; 0.981;      ;
   eta Lup; 20465    ;16 00 07.3282;-38 23 48.144; 3.430;-0.207;-0.140;-0.350
  7del Sco;delta Sco ;16 00 20.0047;-22 37 18.228; 2.300;-0.090;-0.040;-0.170
 14iot CrB;  7396    ;16 01 26.5649;+29 51 03.821; 4.980;-0.053;-0.051;-0.070
 13the Dra;          ;16 01 53.3457;+58 33 54.905; 4.010; 0.542; 0.442; 0.700
 44pi  Ser;          ;16 02 17.6920;+22 48 16.034; 4.820; 0.077; 0.037; 0.110
  6ups Her;          ;16 02 47.8981;+46 02 12.138; 4.720;-0.090;-0.052;-0.080
   eta Nor;          ;16 03 12.8970;-49 13 46.904; 4.640; 0.924; 0.670; 1.140
          ;          ;16 03 20.6230;-25 51 54.865; 4.970; 1.233;      ;
          ; 20485    ;16 03 24.1894;-38 36 09.146; 4.890;-0.134;-0.070;-0.210
   iot1Nor;          ;16 03 32.0755;-57 46 30.270; 4.660; 0.234;      ;
   xi  Sco;          ;16 04 22.1365;-11 22 22.993; 4.160; 0.450; 0.370;-0.130
  8bet1Sco;  7424    ;16 05 26.2307;-19 48 19.632; 2.620;-0.072;-0.020;-0.110
  8bet2Sco;          ;16 05 26.5538;-19 48 06.696; 4.910;-0.020;      ;
   del Nor;          ;16 06 29.4381;-45 10 23.467; 4.720; 0.247; 0.210; 0.330
   the Lup; 20503    ;16 06 35.5448;-36 48 08.238; 4.220;-0.173;-0.100;-0.270
  9ome1Sco;          ;16 06 48.4259;-20 40 09.093; 3.950;-0.049; 0.060;-0.020
 10ome2Sco;  7454    ;16 07 24.3274;-20 52 07.551; 4.320; 0.833; 0.650; 1.080
 11phi Her;phi   Her ;16 08 46.1779;+44 56 05.662; 4.240;-0.049;-0.031;-0.090
 16tau CrB;  7488    ;16 08 58.2990;+36 29 27.399; 4.730; 1.016; 0.752; 1.290
 14nu  Sco;          ;16 11 59.7345;-19 27 38.550; 4.130;-0.018; 0.110; 0.140
 15psi Sco;          ;16 11 59.9886;-10 03 51.311; 4.940; 0.101; 0.071; 0.180
 13    Sco;          ;16 12 18.2049;-27 55 34.939; 4.580;-0.152;-0.050;-0.220
   kap Nor;          ;16 13 28.7289;-54 37 49.683; 4.950; 1.014;      ;
  1del Oph;  7556    ;16 14 20.7395;-03 41 39.563; 2.730; 1.581; 1.292; 2.320
   del TrA;          ;16 15 26.2708;-63 41 08.454; 3.850; 1.097;      ;
   gam1Nor;          ;16 17 00.9335;-50 04 05.239; 4.980; 0.769; 0.620; 1.110
 21eta UMi;          ;16 17 30.2878;+75 45 19.190; 4.960; 0.376; 0.323;
          ;          ;16 18 17.8984;-28 36 50.474; 4.790; 0.028; 0.080; 0.030
  2eps Oph;          ;16 18 19.2890;-04 41 33.038; 3.240; 0.969; 0.720; 1.180
 22tau Her;tau   Her ;16 19 44.4368;+46 18 48.119; 3.900;-0.140;-0.098;-0.260
   gam2Nor;          ;16 19 50.4225;-50 09 19.828; 4.010; 1.090; 0.780; 1.360
   del1Aps;del 1 Aps ;16 20 20.8056;-78 41 44.682; 4.740; 1.562;      ;
 19omi Sco;  7632    ;16 20 38.1807;-24 10 09.552; 4.590; 0.743; 0.880; 1.720
 20sig Sco;sig   Sco ;16 21 11.3160;-25 35 34.067; 2.910; 0.099; 0.200; 0.310
 20gam Her;gam   Her ;16 21 55.2144;+19 09 11.269; 3.740; 0.292; 0.236; 0.430
 50sig Ser;          ;16 22 04.3490;+01 01 44.541; 4.820; 0.348; 0.289; 0.460
 19xi  CrB; 20606    ;16 22 05.8240;+30 53 31.185; 4.850; 0.979; 0.701; 1.190
 14eta Dra;  7713    ;16 23 59.4861;+61 30 51.167; 2.730; 0.914; 0.679; 1.080
  4psi Oph;          ;16 24 06.1840;-20 02 14.377; 4.490; 1.018; 0.780; 1.280
 24ome Her;ome   Her ;16 25 24.9533;+14 01 59.770; 4.580; 0.012; 0.011; 0.030
  5rho Oph;          ;16 25 35.1176;-23 26 49.843; 4.570; 0.227; 0.360; 0.670
  7chi Oph;chi   Oph ;16 27 01.4349;-18 27 22.504; 4.260; 0.213; 0.460; 0.440
   eps Nor;          ;16 27 11.0360;-47 33 17.230; 4.530;-0.078; 0.040; 0.000
  3ups Oph;  7738    ;16 27 48.1873;-08 22 18.232; 4.640; 0.188; 0.147; 0.280
 15    Dra;          ;16 27 59.0137;+68 46 05.294; 4.970;-0.045;-0.021; 0.030
   zet TrA;          ;16 28 28.1436;-70 05 03.843; 4.910; 0.554; 0.540; 0.820
 30    Her;g     Her ;16 28 38.5478;+41 52 54.038; 4.900; 1.267; 2.352; 4.750
 21alp Sco;alp   Sco ;16 29 24.4609;-26 25 55.209; 1.070; 1.844; 1.550; 2.780
 22    Sco; 20658    ;16 30 12.4757;-25 06 54.806; 4.790;-0.127;-0.060;-0.200
 27bet Her;  7778    ;16 30 13.2000;+21 29 22.608; 2.780; 0.941; 0.680; 1.110
 10lam Oph;  7784    ;16 30 54.8229;+01 59 02.123; 3.900; 0.048; 0.014;-0.020
  8phi Oph;          ;16 31 08.3678;-16 36 45.837; 4.290; 0.929; 0.650; 1.090
          ;          ;16 31 22.9333;-34 42 15.718; 4.240;-0.157;-0.060;-0.210
  9ome Oph;ome   Oph ;16 32 08.1993;-21 27 59.003; 4.440; 0.139; 0.130; 0.150
 29    Her;  7812    ;16 32 36.2921;+11 29 16.949; 4.840; 1.491; 1.159; 2.060
   gam Aps;          ;16 33 27.0835;-78 53 49.732; 3.870; 0.917;      ;
   mu  Nor;mu    Nor ;16 34 05.0207;-44 02 43.133; 4.920; 0.036; 0.120; 0.230
 35sig Her;  7837    ;16 34 06.1821;+42 26 13.348; 4.210;-0.016; 0.012; 0.020
 23tau Sco;          ;16 35 52.9537;-28 12 57.658; 2.830;-0.207;-0.120;-0.370
          ;  7844    ;16 36 22.4714;-35 15 19.174; 4.170; 1.560; 1.200; 2.200
 13zet Oph;zet   Oph ;16 37 09.5378;-10 34 01.524; 2.580; 0.015; 0.060; 0.060
 42    Her;  7896    ;16 38 44.8453;+48 55 42.033; 4.880; 1.547; 1.420;
 18    Dra;          ;16 40 55.1194;+64 35 20.566; 4.840; 1.198; 0.893; 1.480
 40zet Her;  7915    ;16 41 17.1603;+31 36 09.812; 2.850; 0.651; 0.511; 0.820
          ;          ;16 41 34.3830;-17 44 31.801; 4.920; 1.078; 0.850; 1.450
 44eta Her;  7934    ;16 42 53.7652;+38 55 20.116; 3.480; 0.917; 0.686; 1.150
   bet Aps;          ;16 43 04.6563;-77 31 02.765; 4.230; 1.064;      ;
          ;          ;16 45 17.8177;+56 46 54.686; 4.850; 0.372; 0.350; 0.560
 22eps UMi;eps   UMi ;16 45 58.2438;+82 02 14.143; 4.220; 0.890; 0.677; 1.170
   alp TrA;          ;16 48 39.8949;-69 01 39.774; 1.910; 1.447;      ;
 52    Her;V0637 Her ;16 49 14.2184;+45 58 59.963; 4.820; 0.091; 0.069; 0.110
   eta Ara;          ;16 49 47.1563;-59 02 28.961; 3.760; 1.565;      ;
 20    Oph;          ;16 49 50.0288;-10 46 58.799; 4.640; 0.489; 0.409; 0.700
 26eps Sco;  7983    ;16 50 09.8130;-34 17 35.634; 2.290; 1.144; 0.860; 1.460
   mu 1Sco;mu  1 Sco ;16 51 52.2323;-38 02 50.567; 3.000;-0.175;-0.130;-0.320
   mu 2Sco;          ;16 52 20.1439;-38 01 03.128; 3.560;-0.193;-0.130;-0.350
   zet1Sco;zet 1 Sco ;16 53 59.7269;-42 21 43.290; 4.770; 0.443; 0.460; 0.920
 25iot Oph;  8034    ;16 54 00.4715;+10 09 55.293; 4.370;-0.094;-0.069;-0.170
   zet2Sco;  8028    ;16 54 35.0053;-42 21 40.726; 3.610; 1.392; 1.120; 1.800
 19    Dra;  8078    ;16 56 01.6898;+65 08 05.264; 4.880; 0.492; 0.429; 0.720
 27kap Oph;kap   Oph ;16 57 40.0974;+09 22 30.118; 3.190; 1.158; 0.816; 1.380
   zet Ara;          ;16 58 37.2117;-55 59 24.507; 3.110; 1.611;      ;
   eps1Ara;          ;16 59 35.0477;-53 09 37.576; 4.050; 1.451;      ;
 58eps Her;          ;17 00 17.3738;+30 55 35.057; 3.910;-0.008;-0.013;-0.050
 30    Oph;  8111    ;17 01 03.6020;-04 13 21.517; 4.810; 1.482; 1.114; 1.900
          ;  8142    ;17 03 07.8716;+14 05 31.008; 4.980; 1.575; 1.467; 2.650
          ;V1073 Sco ;17 04 49.3525;-34 07 22.549; 4.860; 0.200; 0.280; 0.450
 60    Her;          ;17 05 22.6905;+12 44 26.980; 4.880; 0.139; 0.070; 0.140
 22zet Dra;          ;17 08 47.1956;+65 42 52.860; 3.180;-0.107;-0.063;-0.180
 35eta Oph;          ;17 10 22.6873;-15 43 29.677; 2.430; 0.098; 0.030; 0.040
   eta Sco;          ;17 12 09.1935;-43 14 21.080; 3.320; 0.426; 0.360; 0.560
 64alp1Her;alp   Her ;17 14 38.8584;+14 23 25.198; 3.370; 1.276; 2.147; 3.460
 65del Her;  8419    ;17 15 01.9106;+24 50 21.135; 3.130; 0.091; 0.069; 0.080
 67pi  Her;  8431    ;17 15 02.8344;+36 48 32.983; 3.140; 1.433; 0.999; 1.680
 36    Oph;          ;17 15 20.9782;-26 36 10.186; 4.330; 0.855;      ;
 41    Oph;          ;17 16 36.6863;-00 26 43.070; 4.740; 1.162; 0.821; 1.390
 68    Her;u     Her ;17 17 19.5679;+33 06 00.361; 4.810;-0.169;-0.103;-0.240
 69    Her;  8489    ;17 17 40.2545;+37 17 29.394; 4.630; 0.038; 0.013; 0.090
 53nu  Ser;          ;17 20 49.6611;-12 50 48.751; 4.340; 0.042; 0.030; 0.060
 40xi  Oph;          ;17 21 00.3741;-21 06 46.557; 4.390; 0.394; 0.370; 0.590
   zet Aps;          ;17 21 59.4776;-67 46 14.407; 4.760; 1.218;      ;
 42the Oph;the   Oph ;17 22 00.5784;-24 59 58.364; 3.260;-0.187;-0.120;-0.330
 75rho Her;  8605    ;17 23 40.9446;+37 08 45.407; 4.510;-0.024; 0.007; 0.010
   bet Ara;          ;17 25 17.9887;-55 31 47.583; 2.820; 1.478;      ;
   gam Ara;          ;17 25 23.6590;-56 22 39.816; 3.320;-0.141;      ;
 44    Oph;          ;17 26 22.2161;-24 10 31.114; 4.160; 0.295; 0.290; 0.410
 49sig Oph;          ;17 26 30.8803;+04 08 25.295; 4.320; 1.489; 1.052; 1.860
          ;          ;17 26 37.8814;-05 05 11.745; 4.540; 0.387; 0.343; 0.590
 45    Oph;          ;17 27 21.2737;-29 52 01.320; 4.280; 0.412; 0.330; 0.510
 23bet Dra;          ;17 30 25.9620;+52 18 04.994; 2.800; 0.958; 0.705; 1.170
 76lam Her;          ;17 30 44.3100;+26 06 38.323; 4.390; 1.420; 1.032; 1.790
 34ups Sco;          ;17 30 45.8357;-37 17 44.920; 2.680;-0.180;-0.140;-0.370
   del Ara;          ;17 31 05.9130;-60 41 01.854; 3.600;-0.090;      ;
 51    Oph;          ;17 31 24.9540;-23 57 45.516; 4.800; 0.013; 0.070; 0.090
   alp Ara;alp   Ara ;17 31 50.4933;-49 52 34.121; 2.850;-0.113;-0.100;-0.340
 24nu 1Dra;  9163    ;17 32 10.5697;+55 11 03.273; 4.890; 0.253; 0.219; 0.350
 23del UMi;          ;17 32 13.0004;+86 35 11.258; 4.350; 0.032; 0.013; 0.040
 25nu 2Dra;  9164    ;17 32 16.0258;+55 10 22.651; 4.860; 0.299; 0.233; 0.370
 35lam Sco;lam   Sco ;17 33 36.5200;-37 06 13.756; 1.630;-0.142;-0.170;-0.450
 55alp Oph;          ;17 34 56.0706;+12 33 36.125; 2.090; 0.190; 0.125; 0.220
  1sig Ara;          ;17 35 39.5900;-46 30 20.462; 4.580;-0.021;-0.010;-0.060
          ;          ;17 36 32.8330;-38 38 07.110; 4.270; 1.083; 0.750; 1.300
 28ome Dra;          ;17 36 57.0921;+68 45 28.691; 4.780; 0.440; 0.381; 0.630
   the Sco;          ;17 37 19.1306;-42 59 52.166; 1.860; 0.442; 0.350; 0.550
 55xi  Ser;          ;17 37 35.2015;-15 23 54.806; 3.540; 0.279; 0.200; 0.330
 57mu  Oph;          ;17 37 50.7129;-08 07 07.575; 4.620; 0.095; 0.168; 0.290
 85iot Her;iot   Her ;17 39 27.8864;+46 00 22.795; 3.810;-0.164;-0.108;-0.270
   lam Ara;          ;17 40 23.8258;-49 24 56.112; 4.760; 0.407; 0.290; 0.510
 56omi Ser;omi   Ser ;17 41 24.8733;-12 52 31.105; 4.240; 0.088; 0.063; 0.100
 31psi1Dra;          ;17 41 56.3577;+72 08 55.836; 4.570; 0.432; 0.385; 0.610
   kap Sco;kap   Sco ;17 42 29.2749;-39 01 47.939; 2.390;-0.173;-0.080;-0.300
 58    Oph;          ;17 43 25.7935;-21 40 59.498; 4.870; 0.466; 0.410; 0.650
 60bet Oph;          ;17 43 28.3531;+04 34 02.290; 2.770; 1.186; 0.808; 1.390
   eta Pav;          ;17 45 43.9873;-64 43 25.937; 3.590; 1.185;      ;
 86mu  Her;          ;17 46 27.5269;+27 43 14.434; 3.420; 0.752; 0.566; 0.910
  3    Sgr;X     Sgr ;17 47 33.6247;-27 49 50.839; 4.560; 0.719;      ;
   iot1Sco;          ;17 47 35.0815;-40 07 37.191; 3.010; 0.509;      ;
 62gam Oph;          ;17 47 53.5605;+02 42 26.194; 3.750; 0.047; 0.010; 0.040
          ;          ;17 49 10.4762;-31 42 11.533; 4.810;-0.046;      ;
          ;          ;17 49 51.4820;-37 02 35.893; 3.190; 1.191;      ;
   iot2Sco;          ;17 50 11.1128;-40 05 25.566; 4.810; 0.240;      ;
 32xi  Dra; 24040    ;17 53 31.7295;+56 52 21.514; 3.740; 1.180; 0.859; 1.420
 91the Her;  9890    ;17 56 15.1805;+37 15 01.941; 3.840; 1.345; 0.894; 1.530
 33gam Dra;          ;17 56 36.3699;+51 29 20.022; 2.230; 1.535; 1.149; 1.990
          ;          ;17 56 47.4230;-44 20 32.086; 4.860; 1.196;      ;
 92xi  Her;xi    Her ;17 57 45.8857;+29 14 52.367; 3.700; 0.927; 0.676; 1.150
          ; 24051    ;17 57 47.8052;-41 42 58.663; 4.880; 1.649;      ;
 94nu  Her;nu    Her ;17 58 30.1494;+30 11 21.396; 4.410; 0.384; 0.375; 0.630
 64nu  Oph; 24061    ;17 59 01.5915;-09 46 25.075; 3.320; 1.003; 0.708; 1.180
  4    Sgr;          ;17 59 47.5533;-23 48 58.081; 4.740;-0.025; 0.050; 0.030
 93    Her;          ;18 00 03.4161;+16 45 03.308; 4.670; 1.240; 0.858; 1.450
 66    Oph;V2048 Oph ;18 00 15.7986;+04 22 07.015; 4.790;-0.104; 0.181; 0.110
 57zet Ser;          ;18 00 29.0105;-03 41 24.969; 4.630; 0.394; 0.338; 0.520
 67    Oph;          ;18 00 38.7158;+02 55 53.643; 3.980;-0.005; 0.070; 0.090
 95    Her;          ;18 01 30.4077;+21 35 44.817; 4.890; 0.115; 0.420;
 68    Oph;          ;18 01 45.1985;+01 18 18.275; 4.440; 0.033; 0.041; 0.080
 69tau Oph;          ;18 03 04.8071;-08 10 48.904; 4.770; 0.410; 0.350;
 69tau Oph;          ;18 03 04.9197;-08 10 49.257; 4.770; 0.410; 0.350;
   gam1Sgr;W     Sgr ;18 05 01.2252;-29 34 48.315; 4.650; 0.760;      ;
 70    Oph;V2391 Oph ;18 05 27.2856;+02 30 00.358; 4.030; 0.860; 0.707; 1.110
 10gam2Sgr; 10173    ;18 05 48.4869;-30 25 26.729; 3.630;      ; 0.730; 1.240
 98    Her; 10208    ;18 06 01.9003;+22 13 07.965; 4.990; 1.637; 1.570;
   the Ara;          ;18 06 37.8711;-50 05 29.318; 3.670;-0.103;      ;
 71    Oph;          ;18 07 18.3601;+08 44 01.922; 4.640; 0.960; 0.695; 1.190
 72    Oph;          ;18 07 20.9842;+09 33 49.850; 3.720; 0.149; 0.092; 0.190
103omi Her;omi   Her ;18 07 32.5507;+28 45 44.959; 3.840;-0.018;-0.001; 0.030
          ;          ;18 08 04.9794;-28 27 25.535; 4.560; 0.921; 0.710; 1.240
   pi  Pav; 10204    ;18 08 34.8138;-63 40 06.791; 4.330; 0.251;      ;
102    Her;          ;18 08 45.4909;+20 48 52.405; 4.370;-0.170;-0.109;-0.240
   eps Tel;          ;18 11 13.7626;-45 57 15.903; 4.520; 1.005; 0.700; 1.180
 11    Sgr;          ;18 11 43.3330;-23 42 04.447; 4.960; 1.058;      ;
104    Her;V0669 Her ;18 11 54.1570;+31 24 19.259; 4.980; 1.599; 1.493;
 13mu  Sgr;mu    Sgr ;18 13 45.8098;-21 03 31.801; 3.840; 0.185; 0.270; 0.470
   eta Sgr;eta   Sgr ;18 17 37.6351;-36 45 42.070; 3.130; 1.528; 1.560; 2.880
          ;          ;18 18 03.1909;-27 02 33.508; 4.650; 1.637; 1.210; 2.140
  1kap Lyr; 10657    ;18 19 51.7096;+36 03 52.371; 4.320; 1.178; 0.824; 1.410
106    Her; 24405    ;18 20 17.9146;+21 57 40.668; 4.930; 1.591; 1.317; 2.340
 43phi Dra;phi   Dra ;18 20 45.4304;+71 20 16.132; 4.230;-0.074;-0.047;-0.140
 74    Oph; 24406    ;18 20 52.0631;+03 22 37.795; 4.850; 0.909; 0.649; 1.140
 19del Sgr; 24403    ;18 20 59.6418;-29 49 41.172; 2.700; 1.390; 1.000; 1.680
 44chi Dra; 10749    ;18 21 03.3826;+72 43 58.235; 3.570; 0.507; 0.455; 0.750
 58eta Ser; 10675    ;18 21 18.6008;-02 53 55.770; 3.250; 0.943; 0.713; 1.200
   xi  Pav; 10673    ;18 23 13.6212;-61 29 38.043; 4.360; 1.466;      ;
   zet Sct;          ;18 23 39.5845;-08 56 03.780; 4.670; 0.954; 0.729; 1.190
109    Her; 10742    ;18 23 41.8896;+21 46 11.107; 3.850; 1.174; 0.863; 1.450
 20eps Sgr;          ;18 24 10.3183;-34 23 04.618; 1.810; 0.018; 0.000;-0.010
 21    Sgr;          ;18 25 21.0407;-20 32 30.044; 4.860; 1.338; 1.080; 1.920
 42    Dra;          ;18 25 59.1381;+65 33 48.530; 4.830; 1.179; 0.886; 1.490
   alp Tel;          ;18 26 58.4163;-45 58 06.452; 3.490;-0.160;-0.130;-0.340
 22lam Sgr;          ;18 27 58.2406;-25 25 18.120; 2.830; 1.056; 0.800; 1.310
   zet Tel;          ;18 28 49.8588;-49 04 14.116; 4.110; 1.010;      ;
   gam Sct;          ;18 29 11.8538;-14 33 56.928; 4.690; 0.068; 0.065; 0.130
   nu  Pav;nu    Pav ;18 31 22.4253;-62 16 41.887; 4.620;-0.108;      ;
   del1Tel;          ;18 31 45.4329;-45 54 53.329; 4.930;-0.104;      ;
 45    Dra;          ;18 32 34.5226;+57 02 44.157; 4.780; 0.622; 0.493; 0.850
   the CrA;          ;18 33 30.1857;-42 18 45.035; 4.620; 1.004; 0.690; 1.190
   alp Sct; 11056    ;18 35 12.4267;-08 14 38.662; 3.850; 1.327; 0.957; 1.650
